name,每股收益,同比%,当季环比%,每股净资产,同比%,当季环比%,主营收入,同比%,当季环比%,净利润,同比%,当季环比%,销售毛利率,同比%,当季环比%,总股本(万股),流通股本(万股),每股资本公积金,每股未分配利润,净资产收益率,price,
603587,0.34,6.25,-,7.77,-4.34,-,6.10亿,2.27,-10.39,1.64亿,9.34,1703.27,0,-,0.29,47738.63,47738.63,3.0822,3.4974,4.40%,14.16,0.548728814
603588,0.14,-16.15,-,5.96,11.72,-,17.35亿,10.8,-32.85,2.06亿,21.12,129.46,0,-,-5.74,152551.89,151068.78,2.5642,2.2468,2.27%,7.76,0.768041237
603589,0.89,9.88,-,15.73,8.07,-,15.92亿,21.35,15.9,5.36亿,10.37,53.68,0,-,7.01,60000,59686.58,1.6281,12.754,5.67%,48.58,0.323795801
603590,0.59,13.46,187.76,19.27,6.81,-,4.51亿,21.33,73.06,9288.90万,13.23,161.88,0,-,0.53,16000,16000,6.2029,11.953,3.01%,39.03,0.493722777
603595,-0.17,-,-,8.05,15.74,-,3.35亿,-13.17,-26.75,-3965.01万,-,-,0,-,-36.64,23244.23,23244.23,5.5753,1.1994,-2.12%,38.13,0.211119853
603596,0.42,23.53,-,10.65,20.6,-,15.00亿,47.86,-19.16,1.72亿,24.54,-21.91,0,-,-7.59,41178.46,41003.46,2.2937,6.5384,3.93%,75.22,0.141584685
603598,0.03,3500,186.17,0.58,-37.95,-,9.57亿,18.62,-22.31,867.75万,4330.78,106.89,0,-,5610,26786.29,26786.29,0.0143,-0.5072,5.63%,9.88,0.058704453
603599,0.8,-34.96,-,14.17,-12.78,-,19.26亿,-6.35,-21.29,5.21亿,-8.43,12.01,0,-,8.12,91035.75,90865.34,3.0441,9.3481,5.66%,16.21,0.874151758
603600,0.17,6.25,-,5.98,20.86,-,6.97亿,-30.9,-19.67,5172.71万,9.46,2.86,0,-,5.13,33290.78,30251.26,1.8693,2.8736,2.86%,9.31,0.642320086
603601,0.08,-26.43,140.62,2.19,9.58,-,8.22亿,3.98,17.78,8127.41万,-26.09,44.22,0,-,7.67,102164.35,102164.35,0.2152,0.7679,3.63%,4.4,0.497727273
603602,-0.04,-,-,3.67,2.47,-,2.13亿,12.02,-37.18,-834.04万,-,-,0,-,20.21,20384.93,20384.93,0.5985,1.7195,-1.12%,15.43,0.237848347
603603,0.01,104.76,-,1.74,174.77,-,1.94亿,11.72,142.65,1032.71万,111.88,-99.44,0,-,108.97,96849.58,81754.27,1.4497,-0.5985,0.61%,3.08,0.564935065
603605,0.73,-7.59,-,13.27,-10.92,-,16.22亿,29.27,-33.09,2.08亿,31.32,-35.41,0,-,-0.48,39692.85,39398.85,3.3269,8.8474,5.53%,105.28,0.126044833
603606,0.9,18.42,162.35,8.68,17.91,-,36.88亿,-4.44,56.49,6.17亿,18.08,41.03,0,-,-14.25,68771.54,68771.54,1.8968,5.052,10.33%,43.74,0.198445359
603607,0.15,-21.05,-,5.79,3.03,-,1.98亿,-21.04,-17.7,2733.72万,-19.59,-8.37,0,-,-7.39,17851.68,17851.68,2.0896,2.4434,2.65%,15.94,0.363237139
603608,-0.03,-,232.26,3.16,-10.93,-,3.21亿,-3.55,30.53,-1345.21万,-,-,0,-,-4.75,41970.59,41970.59,2.3802,-0.5238,-1.01%,4.72,0.669491525
603609,0.02,114.29,-,7.9,15.07,-,78.44亿,23.05,-15.57,1943.46万,115.16,-88.14,0,-,-25.08,91943.33,91943.33,0.9589,5.4252,0.27%,8.87,0.890642616
603610,0.07,-65,100,8.61,-26.02,-,6.97亿,-6.37,26.36,2390.67万,-57.44,116.94,0,-,11.3,35848.93,35848.93,5.0927,2.3061,0.78%,11.5,0.748695652
603611,0.41,46.43,-,9.18,14.95,-,16.90亿,1.76,-16.44,1.04亿,44.76,-5.79,0,-,-5.77,25760.08,25760.08,2.5711,5.7334,4.26%,18.39,0.499184339
603612,-0.59,-,-,11.78,15.89,-,42.22亿,32.54,-25.81,-2.73亿,-,-,0,-,-84.42,54084.62,43601.26,6.189,4.2746,-4.57%,17.23,0.683691236
603613,0.51,13.33,-,11.08,-14.97,-,131.56亿,8.39,318.63,2.56亿,65.02,-42.2,0,-,130.04,72233.33,72233.33,5.0558,4.9632,4.63%,38.86,0.285126094
603615,0.02,166.67,-86.88,5.01,-0.41,-,3.26亿,-0.23,-4.78,426.03万,152.43,10.92,0,-,-3.08,24182,24182,2.8407,0.9652,0.35%,10.55,0.474881517
603616,-0.06,-,224.16,1.87,-34.5,-,5357.76万,7.84,-79.88,-2144.41万,-,-,0,-,3.43,38136.8,38136.8,1.2934,-0.5257,-3.02%,6.02,0.310631229
603617,0.03,-66.67,-,3.81,-24.01,-,1.73亿,-27.26,-8.23,955.44万,-57.04,568.08,0,-,-19.6,39107.13,39107.13,1.7634,0.9026,0.64%,8.53,0.446658851
603618,0.03,-25,-,4.06,1.69,-,14.81亿,-14.67,-20.89,2235.44万,-12.67,-40.42,0,-,-19.1,69106.24,69106.24,1.6114,1.0721,0.80%,6.12,0.663398693
603619,0.53,194.44,-,6.38,23.99,-,8.98亿,48.93,5.82,2.12亿,192.4,61.23,0,-,-7.93,40000.01,40000.01,2.6127,2.638,8.33%,20.37,0.313205695
603626,-0.15,-,-,5.42,0.63,-,5.23亿,-43.19,-44.08,-8366.40万,-,-,0,-,-51.06,55487.97,55487.97,3.1571,1.1048,-2.77%,7.55,0.717880795
603628,0.18,739.55,-,4.18,14.13,-,3.62亿,35.46,-14.44,5057.07万,750.6,23.11,0,-,14.53,27380,27380,1.4438,1.6201,4.42%,11.68,0.357876712
603629,0.08,-38.46,-,9.04,-26.25,-,4.30亿,11.89,-42.55,1457.16万,-13.7,15.8,0,-,-8.07,25480,25480,5.907,1.8657,0.89%,33.3,0.271471471
603630,0.16,1700,-,8.75,6.17,-,1.94亿,-3.3,-25.9,3638.43万,1523.08,1350.03,0,-,-17.66,22520.46,22520.46,3.5742,3.7397,1.85%,15.15,0.577557756
603633,0.06,0,-,5.73,34.53,-,2.33亿,14.37,-9.93,2012.25万,33.86,106.06,0,-,8.1,32831.6,32831.6,2.7508,1.7631,1.07%,9.82,0.583503055
603636,-0.04,-,-,4.52,2.8,-,1.48亿,17.55,-86.95,-2177.78万,-,-,0,-,26.7,59079.36,59079.36,2.2369,1.2877,-0.82%,11.52,0.392361111
603637,0.08,33.33,-,3.74,9.72,-,1.35亿,-13.35,30.31,1970.06万,46.2,-57.17,0,-,-90.53,24367.84,24367.84,0.7859,1.5977,2.16%,8.44,0.443127962
603638,0.09,0,-,3.82,10.92,-,6.30亿,2.32,10.12,7758.84万,7.26,-12.45,0,-,-1.17,83833.45,83833.45,0.5072,1.9398,2.42%,16.34,0.23378213
603639,0.45,7.14,-,9.91,5.74,-,12.30亿,2.51,67.91,1.52亿,6.69,417.22,0,-,53.56,34023.04,33689.02,2.061,6.5467,4.51%,16.89,0.586737715
603648,0.13,-7.03,-,5.15,4.5,-,4.04亿,1,-3.05,4645.66万,-8.24,0.35,0,-,18.1,36241.28,36241.28,2.365,1.4443,2.49%,9.43,0.546129374
603650,0.14,16.67,-,5.24,9.32,-,6.65亿,16.35,1.87,8284.01万,15.05,43.53,0,-,1.82,59506.3,59406.98,1.5929,2.5278,2.65%,34.41,0.152281314
603655,0.02,25,-,5,1,-,3923.66万,-6.51,-26.47,260.19万,26.86,-62.22,0,-,1.01,10600,10600,2.6794,1.1407,0.49%,20.8,0.240384615
603656,-0.02,-,-,7.17,9.51,-,9399.31万,-0.49,-41.54,-315.43万,-,-,0,-,2.92,18337.54,15204.56,3.5314,2.3577,-0.24%,12.97,0.552814187
603657,0.12,9.09,-,7.94,5.45,-,6.10亿,112.02,-11.54,1665.76万,11.67,-13.04,0,-,-32.62,13781.63,13519.01,3.7789,2.9294,1.53%,15.08,0.526525199
603658,0.42,2.44,-,13.69,7.79,-,10.36亿,0.52,-10.66,2.42亿,0.78,-9.86,0,-,2.29,58627.23,58627.23,6.9949,5.6066,3.02%,43.93,0.311632142
603659,0.5,-45.65,-,10.19,-36.45,-,36.99亿,18.16,-8.67,7.02亿,10.26,-15.54,0,-,2.12,201620.81,201281.77,3.9623,5.103,4.95%,24.6,0.414227642
603660,-0.14,-,440.8,2.57,-31.3,-,4.00亿,-9.94,-1.19,-6850.94万,-,-,0,-,14.75,49421.56,49421.56,0.3145,1.1424,-5.40%,6.24,0.411858974
603661,0.57,-22.97,-,24.15,-22.16,-,16.94亿,20.84,-10.15,7826.48万,7.47,34.81,0,-,26.2,13906.7,13906.7,8.7191,14.0925,2.33%,30.07,0.803126039
603662,0.2,33.33,-,8.31,-8.8,-,2.20亿,9.4,-14.86,5596.62万,60.04,-12.3,0,-,6.46,28323.58,28082.99,2.8346,4.0569,2.38%,27.71,0.299891736
603663,0.12,-14.29,-,4.12,-20.53,-,2.98亿,63.89,23.88,3603.45万,18.19,53.78,0,-,8.56,42359.31,42227.6,1.1835,1.7338,2.89%,9.11,0.452250274
603665,-0.14,-,-,8.22,39.1,-,3.53亿,40.63,-26.5,-2370.11万,-,-,0,-,-59.65,16383.91,16068.31,6.1389,1.3918,-1.76%,25.76,0.319099379
603666,0.06,-66.67,194.74,11.54,-11.65,-,1.50亿,-22.66,92.02,1136.94万,-69.04,109.75,0,-,7641.94,20649.08,20608.39,5.9467,4.9827,0.47%,30.57,0.377494275
603667,0.12,-14.29,-,7.09,6.73,-,8.10亿,-8.2,17.72,4017.49万,0.23,591.32,0,-,-13.51,32838.46,32365.76,3.759,2.0439,1.72%,16.4,0.432317073
603668,0.01,-88.89,-,4.68,8.04,-,15.31亿,4.23,-9.69,561.32万,-85.4,105.07,0,-,1165.63,43613.5,43613.5,2.0472,1.3822,0.28%,17.08,0.274004684
603669,-0.03,-,241.18,1.54,-24.35,-,7330.36万,-41.82,92.63,-2299.14万,-,-,0,-,819.3,72123.85,72123.85,0.3544,-0.065,-2.07%,5.67,0.271604938
603676,0.14,55.56,-,2.96,15.12,-,3.50亿,11.13,5.73,6024.63万,54.82,131.98,0,-,-5.17,43516.15,42910.2,0.7917,1.0434,4.68%,10.9,0.271559633
603677,0.09,-21.44,-,5.89,0.28,-,4.01亿,-9.57,-14.49,1717.20万,-21.48,154.24,0,-,33.33,19214.31,19214.31,2.3214,1.7896,1.52%,14.42,0.408460472
603678,0.28,-33.33,-,11.76,11.16,-,6.42亿,-23.9,-11.19,1.26亿,-34.83,51.06,0,-,20.92,45889.7,45889.7,2.8169,7.2089,2.34%,27.11,0.43378827
603679,0.06,231.3,242.21,5.22,5.63,-,1.28亿,73.35,1.25,1053.90万,250.89,117.48,0,-,266.46,16317.81,16317.81,2.2643,1.5155,1.24%,16.43,0.317711503
603680,0.03,15.33,-,6.2,2.51,-,7.85亿,-7.59,-24.19,2714.08万,32.39,-51.82,0,-,-6.01,78371.88,78371.88,2.047,2.6085,0.56%,9.34,0.663811563
603681,-0.08,-,-,12.85,7.24,-,11.79亿,9.76,-8.37,-1542.38万,-,-,0,-,-9.78,19113.07,19113.07,6.0862,5.1356,-0.63%,14.03,0.915894512
603682,0.05,-28.57,-,2.43,-1.21,-,2.46亿,-5.84,34.29,2318.37万,-26.41,132.82,0,-,5.04,47250,47250,1.2708,-0.0727,2.02%,5.85,0.415384615
603683,0.04,1850,-31.3,4.48,-15.63,-,2.93亿,-4.3,-22.21,826.57万,2357.73,278.21,0,-,11.31,26121.78,21472.84,1.4003,1.9164,0.85%,10.69,0.419083255
603685,0.02,-33.33,178.79,6.51,-6.09,-,2.50亿,-16.77,-1.02,389.81万,-27.95,107.07,0,-,16.4,16900.55,16900.55,2.9892,2.0963,0.36%,14.71,0.442556084
603686,0.19,0,-,7.83,5.12,-,12.06亿,-1.03,-10.75,7709.01万,-2.53,45.72,0,-,5.49,41565.57,41565.57,2.0382,4.2837,2.37%,9.76,0.802254098
603687,0.05,-16.67,-,4.92,5,-,4.47亿,2.21,-24.23,1977.53万,-19.01,-33.47,0,-,-16.44,41946.9,41946.9,1.7567,1.7856,0.96%,10.26,0.479532164
603688,2.25,800,-,11.31,76.09,-,12.23亿,370.52,58.71,8.21亿,839.62,70.19,0,-,12.15,36127.71,36127.71,2.3643,7.2772,20.10%,90.73,0.124655571
603689,0.22,10,-,6.03,-23.33,-,18.03亿,8.2,8.96,1.05亿,55.69,121.5,0,-,67,47823.24,47041.64,1.864,2.6756,3.64%,8.57,0.70361727
603690,0.2,185.51,-,14.11,9.83,-,7.84亿,43.15,-30.24,6267.97万,186.28,-47.67,0,-,-1.9,38576.19,38433.87,9.7054,3.1428,1.38%,26.93,0.523950984
603693,0.2,5.26,-,7.01,-16.95,-,5.54亿,3.58,22.01,1.76亿,37.92,86.59,0,-,32.25,89147.59,80340,4.1194,1.7512,2.82%,11.41,0.614373357
603696,0.06,500,100,2.34,-0.3,-,1.45亿,33.33,-5.84,1330.50万,357.32,676.12,0,-,12.67,23520,23520,0.8825,0.2574,2.42%,9.71,0.240988671
603697,0.16,128.57,-,6.19,-0.71,-,2.33亿,-12.49,-18.35,4745.12万,121.37,-4.25,0,-,1.43,42769.21,42769.21,1.7074,3.2159,2.49%,8.4,0.736904762
603698,0.06,100,-,5.91,4.19,-,5.15亿,11.46,-62.07,3317.57万,81.2,-53.98,0,-,21.92,53599,53599,1.7458,2.7387,1.05%,14.09,0.419446416
603699,0.13,44.44,-,4.47,11.79,-,10.92亿,17.17,-1.26,9815.27万,44.01,-17.8,0,-,-23.66,74906.2,74906.2,1.0956,1.8389,2.93%,14.04,0.318376068
603700,0.05,66.67,-,7.61,-3.63,-,3.12亿,27.69,-38.44,1023.41万,71.54,-83.46,0,-,-21.41,20324.2,20324.2,2.4523,3.7768,0.66%,13.8,0.551449275
603701,0.03,50,-,2.87,-0.15,-,1.48亿,16.26,10.08,673.42万,16.1,704.89,0,-,13.83,26136.19,26136.19,0.4249,1.1881,0.90%,13.48,0.212908012
603703,0.02,0,-,2.83,-0.12,-,1.98亿,-2.21,-12.63,531.18万,2.05,176.12,0,-,-4.49,41498.21,41498.21,1.7605,0.4336,0.63%,11.17,0.253357207
603706,0.35,6.06,-,8.69,-0.42,-,4.34亿,9.56,3.14,6605.67万,5.09,44.42,0,-,5.4,18938.27,18938.27,4.8856,2.0874,4.01%,17.03,0.510275984
603707,0.21,-22.22,-,4.02,-12.28,-,13.07亿,11.13,51.73,3.32亿,0.68,80.82,0,-,-3.41,161664.87,161563.38,0.3738,2.3316,5.11%,12.42,0.323671498
603708,0.23,4.55,163.64,4,6.16,-,49.08亿,-3.91,16.28,1.37亿,5.23,203.04,0,-,6.22,64733.68,60840.26,2.1895,0.8821,5.31%,11.05,0.36199095
603709,0.07,133.33,228.26,7.2,-6.66,-,2.07亿,-3.79,10.75,596.18万,148.19,115.98,0,-,49.89,9600,9600,4.2754,1.4943,1.04%,17.57,0.409789414
603711,0.01,107.14,-,7.61,8.33,-,6.79亿,37.03,-57.5,584.63万,109.8,-97.98,0,-,-21.57,41074.58,41074.58,1.5413,4.568,0.19%,16.04,0.474438903
603712,0.03,14.29,-,5.61,19.12,-,4.72亿,15.28,-74.13,2497.57万,16.22,-94.7,0,-,-10.03,77200,77200,1.1878,3.0678,0.58%,25.89,0.216685979
603713,0.65,-24.11,-,23.62,17.63,-,23.49亿,-23.21,-5.35,1.07亿,-19.61,-16.65,0,-,-3.69,16438.41,16362.7,11.2126,11.357,2.77%,62.79,0.37617455
603716,-0.07,-,193.51,6.81,-11.55,-,4.44亿,-23.29,-18.69,-1490.78万,-,-,0,-,101.29,20210.1,20132.33,4.0952,1.9501,-1.08%,11.3,0.602654867
603717,-0.16,-,178.23,3.74,-24.77,-,1.89亿,52.98,-36.99,-4694.60万,-,-,0,-,-,29014.62,29014.62,3.2118,-0.6319,-4.33%,6.85,0.545985401
603718,0.02,38.19,-,1.77,12.2,-,7123.44万,-16.27,158.17,1423.57万,34.35,-81.3,0,-,74.83,64400,64400,0.1859,0.4688,1.25%,11.32,0.156360424
603719,0.37,60.87,-,6.35,13.79,-,23.85亿,-18.94,-2.13,1.49亿,59.78,209.2,0,-,13.46,40100,40100,2.0022,3.4047,5.84%,20.26,0.313425469
603721,0,112,-,4.18,-0.46,-,3245.01万,-45.96,37.66,16.14万,115.23,-97.56,0,-,-80.52,13000,13000,1.7726,1.1835,0.03%,19.21,0.217595003
603722,0.07,-85.71,-,8.76,9.08,-,1.43亿,-41.27,5.79,627.31万,-85.56,-60.41,0,-,-42.09,8793.75,8793.75,3.2677,3.8829,0.82%,45.96,0.190600522
603725,0.04,457.14,194.31,2.59,-18.51,-,5.37亿,8.18,-29.95,812.39万,473.09,104.41,0,-,5.28,21835.2,20535.2,1.5113,-0.0756,1.53%,10.08,0.256944444
603726,0.08,-33.33,-,6.34,6.1,-,3.62亿,-6.4,-2.74,1477.33万,-32.14,196.92,0,-,-0.91,18565.12,18565.12,1.2541,3.7114,1.26%,13.99,0.453180843
603727,-0.25,-,-,11.42,-0.63,-,9.00亿,-42.37,90.65,-7102.84万,-,-,0,-,252.29,28171.93,28171.93,7.5839,2.5461,-2.21%,12.6,0.906349206
603728,0.08,-17.23,-,6.53,10.48,-,6.50亿,-3.87,-22.25,3248.85万,-16.95,-62.76,0,-,9.29,42006.3,41871.87,1.909,3.4258,1.19%,63.75,0.102431373
603729,0.04,123.53,-95.5,3.66,-51.65,-,1.70亿,-30.99,72.56,374.00万,124.06,287.89,0,-,69.45,9333.8,9333.8,0.6862,1.6463,1.10%,18.41,0.198804997
603730,0.16,-20,-,4.67,-17.99,-,13.72亿,22.07,-8.71,1.54亿,7.37,83.97,0,-,121.28,127134.92,127134.92,0.4049,2.8554,3.50%,16.61,0.28115593
603733,0.17,-19.05,-,9.91,6.6,-,18.37亿,9.51,-17.54,1.22亿,-16.35,-14.78,0,-,14.49,70597.55,70597.55,4.3408,3.8348,1.75%,18.54,0.534519957
603737,0.59,136,164.2,4.9,-9.45,-,57.36亿,21.86,79.36,3.11亿,223.95,975.43,0,-,8.29,52701.25,52701.25,0.7794,2.8251,12.03%,57.51,0.085202573
603738,0.07,-81.58,-,6.56,-24.74,-,1.75亿,-33.02,-4.49,1911.86万,-74.04,96.92,0,-,-33.7,38934.34,38616.96,3.5024,1.9062,1.05%,17.19,0.381617219
603739,0.04,-42.86,-,6.57,1.88,-,2.33亿,-9.14,-30.32,1056.28万,-41.59,-32.42,0,-,-4.26,25263.89,25263.89,2.8123,2.6409,0.64%,14.03,0.468282252
603755,0.11,-21.43,-,7.09,3.38,-,7997.68万,7.21,6.1,1065.95万,-21.54,11.28,0,-,1.11,9861.37,9861.37,3.5821,2.0437,1.53%,29.93,0.236886067
603757,0.36,125,-,9.61,24.31,-,3.62亿,40.08,-28.73,6024.21万,127.42,-33.85,0,-,1.4,16671.79,16554.42,2.7748,4.981,3.76%,23.33,0.411915988
603758,0.14,40,-,6.21,1.19,-,3.31亿,-3.57,-18.98,6071.31万,48.85,-22.47,0,-,62.28,43879.7,43879.7,1.6417,3.5188,2.23%,10.9,0.569724771
603759,0.07,-46.15,-,5.08,-29.39,-,2.79亿,9.28,-20.69,3235.79万,-22.07,-38.37,0,-,0.97,46176,19524.54,1.9737,1.9474,1.38%,8.45,0.601183432
603766,0.09,-35.13,-,3.89,4.05,-,27.37亿,-21.87,-5.86,1.85亿,-35.14,169.36,0,-,26.14,205354.19,205354.19,0.0114,2.5252,2.31%,5.62,0.692170819
603767,0.03,-,-,4.8,-1.91,-,2.22亿,-6.47,-13.09,803.15万,575.68,291.98,0,-,5.54,30744.5,30744.5,2.2664,1.1519,0.55%,15.08,0.318302387
603768,0.26,550,-,9.5,7.1,-,7.88亿,7.02,0.47,5303.31万,503.09,152.98,0,-,32.7,20400,20400,3.9051,4.186,2.74%,21.81,0.435580009
603773,-0.07,-,-,7.97,-16.28,-,7.75亿,4.01,23.79,-1131.83万,-,-,0,-,-4.39,17118.26,15638.22,5.9537,0.686,-0.83%,32.88,0.242396594
603776,0.04,-20,145.91,14.29,-2.12,-,1.25亿,-26.55,-7.77,1018.86万,-17.64,106.2,0,-,881.13,23265.68,23222.36,3.1395,8.9935,0.31%,13.35,1.070411985
603777,0.21,-25,-,5.67,6.01,-,12.12亿,-7.8,7.03,7121.34万,-23.04,127.29,0,-,5.5,33655.99,33655.99,2.7659,1.6919,3.73%,13.36,0.424401198
603778,0.02,200,235,1.6,-12.31,-,1.71亿,607.58,52.43,1160.95万,214.39,109.03,0,-,94.83,64285.71,64285.71,0.6123,-0.0148,1.13%,5.15,0.310679612
603779,-0.05,-,-,2.05,-3.44,-,6337.73万,-55.46,-62.5,-1773.58万,-,-,0,-,-8.72,33274.92,33274.92,1.7273,-0.7197,-2.59%,9.42,0.217622081
603786,0.33,42.34,-,10.66,4.84,-,9.13亿,24.03,-5.25,1.32亿,43.78,48.6,0,-,12.11,40400.15,40126.15,4.5292,4.947,3.06%,69.29,0.153846154
603787,0.2,81.82,-,5.88,17.89,-,11.53亿,15.92,43.53,4170.14万,94.18,283.73,0,-,3.5,23014.38,20400,1.129,3.3322,3.48%,14.03,0.419101924
603788,0.13,-23.53,-,8.93,1.39,-,2.48亿,1.9,-12.83,2871.64万,-24.21,96.67,0,-,13.43,22306.51,22306.51,4.7942,2.3023,1.44%,15.95,0.559874608
603789,0,-,245.69,1.79,-23.45,-,5292.83万,-20.21,565.38,-110.23万,-,-,0,-,-97.35,27711.9,26000,2.0535,-1.5546,-0.24%,8.57,0.208868145
603790,0.09,-40,-,6.25,0.68,-,1.92亿,-25.31,34.15,1755.69万,-39.88,200.87,0,-,-4.9,19136,19136,1.5467,3.4208,1.47%,13.95,0.448028674
603797,0.11,-8.33,-,4.88,4.26,-,3.49亿,51.27,40.67,6295.90万,-7.58,21.32,0,-,-24.68,58412.11,58412.11,1.9213,1.8986,2.21%,5.54,0.880866426
603798,0.17,13.33,-,5.65,0.93,-,3.71亿,67.58,86.17,3442.85万,12.33,4099.63,0,-,18.19,25918.07,25918.07,1.3114,3.1559,3.05%,9.6,0.588541667
603799,0.64,-35.35,-,16.99,-4.64,-,191.10亿,44.64,33.43,10.24亿,-15.1,13.52,0,-,-24.57,169946.51,168633.27,6.5794,8.0827,3.77%,36.22,0.469077858
603800,0.09,184.96,-,4.88,19.82,-,3.90亿,33.5,-46.61,1773.23万,184.93,-58.98,0,-,-23.26,20800,20800,2.4357,1.1827,1.75%,27.23,0.179214102
603801,0.17,0.92,-,9.39,14.8,-,8.06亿,6.2,-56.95,5154.02万,0.49,-76.76,0,-,-6.07,43654.78,43218.01,2.4553,5.8523,1.76%,19.34,0.485522234
603803,-0.06,-,-,4.44,0.04,-,3.10亿,-27.96,-55.64,-2754.74万,-,-,0,-,-10.72,43567.56,42488.36,1.7949,1.2823,-1.43%,8.62,0.515081206
603806,0.27,-25,-,10.77,-18.11,-,49.13亿,26.48,-7.84,3.64亿,7.46,706.44,0,-,111.36,186416.46,186416.46,2.5725,6.3497,2.54%,25.05,0.42994012
603808,0.13,0,143.75,7.68,-2.3,-,6.66亿,5.99,2.53,4727.57万,0.39,177.3,0,-,3.29,36909.29,36909.29,2.0867,4.4543,1.67%,10.53,0.729344729
603809,0.23,-24.88,127.21,5.43,12.16,-,8.24亿,15.74,17.67,8917.33万,-24.25,5.86,0,-,-6.16,39301.65,38978.18,0.7531,3.2458,4.18%,12.05,0.450622407
603810,0.06,-68.42,-,10.04,12.32,-,3.96亿,-10.4,21.49,1038.54万,-65.99,45.6,0,-,-21.55,16231.71,16231.12,3.9514,3.9398,0.64%,12.99,0.772902232
603811,0.17,41.67,-,4.82,11.25,-,1.48亿,-7.4,-17.3,3974.96万,37.44,-32.69,0,-,-0.08,32730.43,32730.43,1.0117,2.3655,3.53%,10.79,0.446709917
603813,-0.06,-,-,6.5,8.35,-,1.15亿,-13.12,-13.34,-607.36万,-,-,0,-,-31.1,10628,8941.2,3.7549,1.5762,-0.88%,16.15,0.40247678
603815,0.06,20,-,3.57,5.87,-,9.04亿,2,-60.55,3599.43万,13.18,-37.62,0,-,8.05,61892.42,61892.42,1.4574,0.9738,1.63%,7.36,0.485054348
603816,0.49,-30,-,11.26,-15.49,-,39.54亿,-12.92,-6.94,4.00亿,-9.73,-2.16,0,-,-10.23,82189.15,82189.15,4.3316,6.0851,4.32%,36.04,0.312430633
603817,0.09,0.79,-,4.86,10.72,-,2.56亿,1.18,5.39,4013.03万,0.82,13.96,0,-,-12.66,53434.76,51751.59,1.9565,1.5724,1.54%,6.16,0.788961039
603818,-0.16,-,-,3.44,-5.95,-,9.67亿,-26.33,-12.23,-9611.62万,-,-,0,-,18.03,58530.6,58039.55,1.3836,1.4804,-4.76%,5.23,0.657743786
603819,0,-98.46,174.4,3.32,-13.26,-,3.58亿,-3.41,5.38,45.28万,-98.42,100.41,0,-,282.73,21773.02,21773.02,1.5623,0.5228,0.06%,13.45,0.246840149
603822,0.13,-65.61,161.1,13.68,7.23,-,6.50亿,25.75,-26.78,1019.43万,-63.72,114.85,0,-,1923.08,7740.75,7682.59,6.2197,5.9876,0.96%,31.12,0.439588689
603823,0.05,-76.19,-,6.82,3.63,-,5.53亿,-14.43,2.45,1561.33万,-76.61,-41.07,0,-,-0.78,41216.05,41103.15,1.1733,4.1791,0.72%,10.06,0.677932406
603825,0.01,-87.5,191.43,6.18,-33.08,-,19.26亿,-28.24,-23.92,327.07万,-83.09,100.46,0,-,375.19,25333.66,25333.66,3.7118,0.9955,0.21%,11.79,0.524173028
603826,0.03,-49.47,-,3.85,3.62,-,2.42亿,21.72,45.3,1348.41万,-49.47,78.07,0,-,-20.66,46800,46800,0.8197,1.7583,0.75%,53.59,0.071841762
603828,0.01,116.67,200,1.46,-24.95,-,3.62亿,-21.6,-17.29,601.07万,116.03,101.73,0,-,112.73,59596.02,59593.96,0.4019,-0.0498,0.69%,3.63,0.402203857
603829,0.11,-,-,5.42,9.8,-,3.77亿,42.26,-13.1,1763.70万,67108.66,-40.47,0,-,-2.09,16000,16000,2.1083,2.0772,2.04%,14.68,0.369209809
603833,0.24,-42.86,-,27.19,13.03,-,35.70亿,-13.85,-42.51,1.52亿,-39.79,-78.16,0,-,-12.37,60915.24,60915.24,7.1577,17.8131,0.92%,85.14,0.319356354
603836,0.15,-62.5,-,8.67,-19.16,-,14.12亿,-61.95,-26.98,3029.77万,-62.87,-0.63,0,-,62.75,20523.52,8572.9,2.5345,4.8863,1.70%,16.23,0.534195933
603838,-0.04,-,-,3.19,-4.66,-,8762.46万,-34.78,42.93,-1206.93万,-,-,0,-,323.49,32001.6,32001.6,1.2947,0.7707,-1.18%,6.61,0.482602118
603839,0.07,40,195.19,5.26,-20.85,-,6.04亿,4.8,5.34,2740.66万,28.76,106.84,0,-,13.51,39921.22,39921.22,2.2765,1.7353,1.30%,7.58,0.693931398
603843,-0.05,-,175.49,2.2,-18.29,-,2.84亿,-16.17,-59.94,-3185.65万,-,-,0,-,182.73,69962.32,69962.32,0.5707,0.4502,-2.07%,3.81,0.577427822
603848,0.12,9.09,-,5.22,8.8,-,2.76亿,13.34,-26.13,4827.28万,6.57,4.31,0,-,-8.5,40100,40100,0.8419,2.7218,2.31%,14.77,0.353419093
603855,0.25,38.89,-,5.58,3.58,-,6.11亿,-7.96,-6.22,8603.52万,43.21,13.28,0,-,-13.17,33755.9,33755.9,2.1678,2.1896,4.57%,17.3,0.322543353
603856,0.19,11.76,-,8.42,6.02,-,6.42亿,26.08,-16.69,4793.71万,10.74,2566.7,0,-,4.32,25690.06,25641.46,2.5706,4.2529,2.21%,11.67,0.721508141
603858,0.41,5.92,172.24,11.59,-10.94,-,35.15亿,9.83,-3.61,4.55亿,5.91,115.57,0,-,-9.49,110604.26,110604.26,2.2548,7.8071,3.55%,17.19,0.674229203
